CoM ID,Common Name,Scientific Name,Genus,Family,Diameter Breast Height,Year Planted,Date Planted,Age Description,Useful Life Expectency,Useful Life Expectency Value,Precinct,Located in,UploadDate,CoordinateLocation,Latitude,Longitude,Easting,Northing
1062843,Flame Tree,Brachychiton acerifolius,Brachychiton,Malvaceae,18,2000,1/1/00,Semi-Mature,31-60 years,60,NA,Park,30/9/20,"(-37.825366504762826, 144.97755142736685)",-37.8253665,144.9775514,322004.92,5811633.66
1024433,London Plane,Platanus x acerifolia,Platanus,Platanaceae,NA,1900,1/1/00,NA,NA,NA,NA,Street,30/9/20,"(-37.81856214019439, 144.96405875507142)",-37.81856214,144.9640588,320800.85,5812362.91
1046848,Monterey Pine,Pinus radiata,Pinus,Pinaceae,NA,1900,1/1/00,NA,NA,NA,NA,Park,30/9/20,"(-37.787829239270785, 144.94542101189117)",-37.78782924,144.945421,319085.23,5815737.3
1018056,London Plane,Platanus x acerifolia,Platanus,Platanaceae,NA,1900,1/1/00,NA,NA,NA,NA,Street,30/9/20,"(-37.79142120126982, 144.9424249524285)",-37.7914212,144.942425,318830.16,5815332.91
1063961,Spotted Gum,Corymbia maculata,Corymbia,Myrtaceae,NA,2000,1/1/00,NA,NA,NA,NA,Street,30/9/20,"(-37.79272947703974, 144.97269575349355)",-37.79272948,144.9726958,321498.94,5815245.99
1015439,Red Flowering Yellow Gum,Eucalyptus leucoxylon,Eucalyptus,Myrtaceae,NA,1900,2/1/00,NA,NA,NA,NA,Street,30/9/20,"(-37.797236607364155, 144.947539297244)",-37.79723661,144.9475393,319294.7,5814697.5
1060878,English Elm,Ulmus procera,Ulmus,Ulmaceae,16,2000,1/1/00,Semi-Mature,31-60 years,60,NA,Street,30/9/20,"(-37.79421397868311, 144.94802576568065)",-37.79421398,144.9480258,319330.17,5815033.85
1050482,Sydney Blue Gum,Eucalyptus saligna,Eucalyptus,Myrtaceae,NA,1900,1/1/00,NA,NA,NA,NA,Park,30/9/20,"(-37.78280453966073, 144.95603333966065)",-37.78280454,144.9560333,320007.6,5816315.36
1028228,Prickly Paperbark,Melaleuca styphelioides,Melaleuca,Myrtaceae,54,1900,2/1/00,Mature,21-30 years,30,NA,Street,30/9/20,"(-37.84557969578102, 144.98340933213706)",-37.8455797,144.9834093,322568.97,5809401.83
1037453,Petticoat or Desert Fan Palm,Washingtonia filifera,Washingtonia,Arecaceae,NA,1900,2/1/00,NA,NA,NA,NA,Park,30/9/20,"(-37.810270672746285, 144.9732884427869)",-37.81027067,144.9732884,321593.35,5813300.65
1040086,Canary Island Date Palm,Phoenix canariensis,Phoenix,Arecaceae,71,1900,1/1/00,Mature,31-60 years,60,NA,Park,30/9/20,"(-37.814607403655025, 144.97553546942373)",-37.8146074,144.9755355,321801.6,5812823.71
1013829,London Plane,Platanus x acerifolia,Platanus,Platanaceae,26,1900,2/1/00,Semi-Mature,6-10 years (<50% canopy),10,NA,Street,30/9/20,"(-37.809303843106036, 144.94457667189286)",-37.80930384,144.9445767,319063.29,5813352.71
1018323,Purple Branched Elm,Ulmus x hollandica,Ulmus,Ulmaceae,55,1900,1/1/00,Mature,1-5 years (<50% canopy),5,NA,Street,30/9/20,"(-37.797794195316435, 144.94378539343444)",-37.7977942,144.9437854,318965.52,5814628.36
1030429,Brush Box,Lophostemon confertus,Lophostemon,Myrtaceae,50,1900,1/1/00,Mature,31-60 years,60,NA,Street,30/9/20,"(-37.82965243928093, 144.96745892044922)",-37.82965244,144.9674589,321126.94,5811138.78
1063579,London Plane,Platanus x acerifolia,Platanus,Platanaceae,33,2000,1/1/00,Semi-Mature,21-30 years,30,NA,Street,30/9/20,"(-37.79436817777264, 144.92010617635532)",-37.79436818,144.9201062,316872.05,5814962.39
1024923,London Plane,Platanus x acerifolia,Platanus,Platanaceae,25,1900,1/1/00,Semi-Mature,1-5 years (>50% canopy),5,NA,Street,30/9/20,"(-37.81627652134664, 144.96678303920316)",-37.81627652,144.966783,321035.14,5812621.76
1041804,Gum,Eucalyptus unknown,Eucalyptus,Myrtaceae,NA,1900,2/1/00,NA,NA,NA,NA,Park,30/9/20,"(-37.79500155077074, 144.95235612369243)",-37.79500155,144.9523561,319713.4,5814954.82
1015648,Pin Oak,Quercus palustris,Quercus,Fagaceae,15,1900,1/1/00,Semi-Mature,6-10 years (<50% canopy),10,NA,Street,30/9/20,"(-37.797343961464826, 144.94539078974944)",-37.79734396,144.9453908,319105.78,5814681.43
1050818,Monterey Cypress,Hesperocyparis macrocarpa,Hesperocyparis,Cupressaceae,NA,1900,2/1/00,NA,NA,NA,NA,Park,30/9/20,"(-37.77889643484432, 144.95795276281342)",-37.77889643,144.9579528,320167.17,5816752.72
1019876,Golden Honeylocust,Gleditsia triacanthos,Gleditsia,Fabaceae,27,1900,2/1/00,Semi-Mature,21-30 years,30,NA,Street,30/9/20,"(-37.795810059833514, 144.9570297647082)",-37.79581006,144.9570298,320126.9,5814874.11
1055159,Spotted Gum,Corymbia maculata,Corymbia,Myrtaceae,NA,1900,1/1/00,NA,NA,NA,NA,Park,30/9/20,"(-37.77796490690943, 144.95114040225852)",-37.77796491,144.9511404,319564.91,5816842.96
1030199,Red Oak,Quercus rubra,Quercus,Fagaceae,30,1900,1/1/00,Semi-Mature,1-5 years (<50% canopy),5,NA,Street,30/9/20,"(-37.82432126734145, 144.96218281373535)",-37.82432127,144.9621828,320649.66,5811720.24
1035931,Golden Elm,Ulmus glabra,Ulmus,Ulmaceae,36,1900,2/1/00,Semi-Mature,31-60 years,60,NA,Park,30/9/20,"(-37.83900392684821, 144.98042421821182)",-37.83900393,144.9804242,322290.51,5810125.84
1025601,Cyprus Plane,Platanus orientalis,Platanus,Platanaceae,37,1900,2/1/00,Semi-Mature,11-20 years,20,NA,Street,30/9/20,"(-37.809893644634094, 144.97080435557743)",-37.80989364,144.9708044,321373.75,5813337.74
1026313,Variegated Elm,Ulmus minor,Ulmus,Ulmaceae,22,1900,1/1/00,Semi-Mature,21-30 years,30,NA,Street,30/9/20,"(-37.812219053415454, 144.98901171760997)",-37.81221905,144.9890117,322982.23,5813114.36
1057254,Olive,Olea europea subsp. europea,Olea,Oleaceae,11,1900,2/1/00,Semi-Mature,31-60 years,60,NA,Park,30/9/20,"(-37.79128611946432, 144.92364775022284)",-37.79128612,144.9236478,317176.31,5815311.33
1040979,Canary Island Date Palm,Phoenix canariensis,Phoenix,Arecaceae,72,1900,2/1/00,Mature,31-60 years,60,NA,Park,30/9/20,"(-37.78522163691048, 144.96523754710844)",-37.78522164,144.9652375,320824.05,5816064.83
1013924,London Plane,Platanus x acerifolia,Platanus,Platanaceae,37,1900,1/1/00,Semi-Mature,21-30 years,30,NA,Street,30/9/20,"(-37.80697740014649, 144.94442855579524)",-37.8069774,144.9444286,319044.57,5813610.58
1024724,London Plane,Platanus x acerifolia,Platanus,Platanaceae,54,1900,1/1/00,Mature,21-30 years,30,NA,Street,30/9/20,"(-37.81447153421266, 144.96206418198844)",-37.81447153,144.9620642,320615.37,5812813
1024041,Spotted Gum,Corymbia maculata,Corymbia,Myrtaceae,16,1900,2/1/00,Semi-Mature,21-30 years,30,NA,Street,30/9/20,"(-37.8193953463133, 144.95992889893395)",-37.81939535,144.9599289,320439.33,5812262.52
1038558,Desert Ash,Fraxinus angustifolia,Fraxinus,Oleaceae,41,1900,2/1/00,Mature,1-5 years (<50% canopy),5,NA,Park,30/9/20,"(-37.78213979404732, 144.96273595857986)",-37.78213979,144.962736,320596.29,5816402.01
1016235,Crows Nest Poplar,Populus x euramericana x nigra,Populus,Salicaceae,21,1900,1/1/00,Semi-Mature,31-60 years,60,NA,Street,30/9/20,"(-37.8025085265732, 144.95663087378156)",-37.80250853,144.9566309,320108.03,5814130.04
1017799,Brush Box,Lophostemon confertus,Lophostemon,Myrtaceae,28,1900,2/1/00,Semi-Mature,21-30 years,30,NA,Street,30/9/20,"(-37.80521244407166, 144.95733891523935)",-37.80521244,144.9573389,320176.93,5813831.36
1021792,London Plane,Platanus x acerifolia,Platanus,Platanaceae,20,1900,2/1/00,Semi-Mature,6-10 years (<50% canopy),10,NA,Street,30/9/20,"(-37.79822695838604, 144.96736404156192)",-37.79822696,144.967364,321042.71,5814625.76
1038581,Desert Ash,Fraxinus angustifolia,Fraxinus,Oleaceae,48,1900,2/1/00,Mature,6-10 years (>50% canopy),10,NA,Park,30/9/20,"(-37.78185308065215, 144.96148836405615)",-37.78185308,144.9614884,320485.72,5816431.43
1061679,Cyprus Plane,Platanus orientalis,Platanus,Platanaceae,10,2000,1/1/00,Semi-Mature,21-30 years,30,NA,Street,30/9/20,"(-37.81119648024862, 144.9655505823861)",-37.81119648,144.9655506,320914.37,5813183.11
1021927,Dutch Elm,Ulmus x hollandica,Ulmus,Ulmaceae,60,1900,2/1/00,Over-mature,<1 year,1,NA,Street,30/9/20,"(-37.79644215615305, 144.9671907140531)",-37.79644216,144.9671907,321023.14,5814823.48
1062845,Lemon Scented Gum,Corymbia citriodora,Corymbia,Myrtaceae,40,2000,1/1/00,Semi-Mature,31-60 years,60,NA,Park,30/9/20,"(-37.82480827497929, 144.97737591473992)",-37.82480827,144.9773759,321988.13,5811695.27
1017832,Crows Nest Poplar,Populus x euramericana x nigra,Populus,Salicaceae,NA,1900,1/1/00,NA,NA,NA,NA,Street,30/9/20,"(-37.80513618234012, 144.95605482959982)",-37.80513618,144.9560548,320063.69,5813837.35
1058373,Variegated Tulip Tree,Liriodendron tulipifera,Liriodendron,Magnoliaceae,18,1900,2/1/00,Semi-Mature,21-30 years,30,NA,Park,30/9/20,"(-37.81381212904106, 144.97906169255995)",-37.81381213,144.9790617,322110.11,5812918.68
1058890,London Plane,Platanus x acerifolia,Platanus,Platanaceae,23,2000,7/5/00,Semi-Mature,21-30 years,30,NA,Street,30/9/20,"(-37.81223855733093, 144.95874237434157)",-37.81223856,144.9587424,320317.53,5813054.4
1025028,London Plane,Platanus x acerifolia,Platanus,Platanaceae,40,1900,1/1/00,Semi-Mature,21-30 years,30,NA,Street,30/9/20,"(-37.810177125296434, 144.96420334696143)",-37.81017713,144.9642033,320793.3,5813293.64
1015353,Spotted Gum,Corymbia maculata,Corymbia,Myrtaceae,38,1900,2/1/00,Semi-Mature,31-60 years,60,NA,Street,30/9/20,"(-37.797436462118895, 144.94990735072395)",-37.79743646,144.9499074,319503.7,5814679.9
1016295,Smooth-barked apple,Angophora costata,Angophora,Myrtaceae,19,1900,2/1/00,Semi-Mature,31-60 years,60,NA,Street,30/9/20,"(-37.80386626526037, 144.956897273735)",-37.80386627,144.9568973,320134.78,5813979.89
1023285,Smooth-barked apple,Angophora costata,Angophora,Myrtaceae,24,1900,2/1/00,Semi-Mature,61+ years,80,NA,Park,30/9/20,"(-37.80864983689296, 144.95512399350196)",-37.80864984,144.955124,319990.27,5813445.66
1059411,Ironbark,Eucalyptus sideroxylon,Eucalyptus,Myrtaceae,NA,2000,16/12/00,NA,NA,NA,NA,Park,30/9/20,"(-37.78646936476702, 144.9598224289501)",-37.78646936,144.9598224,320350.18,5815915.98
1058983,Cape Chestnut,Calodendrum capense,Calodendrum,Rutaceae,12,2000,14/7/00,Semi-Mature,6-10 years (<50% canopy),10,NA,Park,30/9/20,"(-37.81440436059432, 144.9826234523719)",-37.81440436,144.9826235,322425.08,5812859.74
1063654,Peppercorn Tree,Schinus molle,Schinus,Anacardiaceae,37,2000,1/1/00,Semi-Mature,61+ years,80,NA,Park,30/9/20,"(-37.78988096776651, 144.92205630035645)",-37.78988097,144.9220563,317032.7,5815464.14
1050491,Spotted Gum,Corymbia maculata,Corymbia,Myrtaceae,NA,1900,1/1/00,NA,NA,NA,NA,Park,30/9/20,"(-37.782301455908815, 144.95604629120956)",-37.78230146,144.9560463,320007.52,5816371.21
1027381,Elm,Ulmus unknown,Ulmus,Ulmaceae,91,1900,2/1/00,Mature,6-10 years (>50% canopy),10,NA,Park,30/9/20,"(-37.82659952706689, 144.98274321023814)",-37.82659953,144.9827432,322464.85,5811506.72
1024584,London Plane,Platanus x acerifolia,Platanus,Platanaceae,15,1900,1/1/00,Semi-Mature,6-10 years (>50% canopy),10,NA,Street,30/9/20,"(-37.81840851028204, 144.96212210151768)",-37.81840851,144.9621221,320630,5812376.24
1024927,London Plane,Platanus x acerifolia,Platanus,Platanaceae,25,1900,1/1/00,Semi-Mature,6-10 years (>50% canopy),10,NA,Street,30/9/20,"(-37.815809973057135, 144.96656853244502)",-37.81580997,144.9665685,321015.13,5812673.12
1063932,London Plane,Platanus x acerifolia,Platanus,Platanaceae,13,2000,1/1/00,Juvenile,31-60 years,60,NA,Street,30/9/20,"(-37.799507253834456, 144.97200516683017)",-37.79950725,144.9720052,321454.45,5814492.57
1059593,English Elm,Ulmus procera,Ulmus,Ulmaceae,19,2000,10/10/00,Semi-Mature,31-60 years,60,NA,Street,30/9/20,"(-37.7908630487447, 144.94419184953168)",-37.79086305,144.9441918,318984.39,5815398.27
1028220,Prickly Paperbark,Melaleuca styphelioides,Melaleuca,Myrtaceae,53,1900,2/1/00,Mature,21-30 years,30,NA,Street,30/9/20,"(-37.84519805948738, 144.98045047539736)",-37.84519806,144.9804505,322307.69,5809438.55
1063516,Chinaberry Tree,Melia azedarach,Melia,Meliaceae,20,1900,1/1/00,Semi-Mature,31-60 years,60,NA,Street,30/9/20,"(-37.79892529530453, 144.92740404428426)",-37.7989253,144.927404,317525.89,5814470.98
1063540,London Plane,Platanus x acerifolia,Platanus,Platanaceae,19,2000,1/1/00,Semi-Mature,31-60 years,60,NA,Street,30/9/20,"(-37.79653812773244, 144.93061418781002)",-37.79653813,144.9306142,317802.68,5814742.14
1061072,Firewheel Tree,Stenocarpus sinuatus,Stenocarpus,Proteaceae,11,2000,1/1/00,Semi-Mature,31-60 years,60,NA,Street,30/9/20,"(-37.827610548383625, 144.95978377580198)",-37.82761055,144.9597838,320446.47,5811350.63
1015272,Spotted Gum,Corymbia maculata,Corymbia,Myrtaceae,39,1900,2/1/00,Semi-Mature,31-60 years,60,NA,Street,30/9/20,"(-37.79690361003593, 144.95085050006392)",-37.79690361,144.9508505,319585.45,5814740.85
1043398,Golden Wattle,Acacia pycnantha,Acacia,Fabaceae,NA,1900,2/1/00,NA,NA,NA,NA,Park,30/9/20,"(-37.792820987513245, 144.9506213747895)",-37.79282099,144.9506214,319555.34,5815193.44
1060698,Huntingdon Elm,Ulmus x hollandica,Ulmus,Ulmaceae,62,2000,1/1/00,Mature,<1 year,1,NA,Street,30/9/20,"(-37.82667453321362, 144.9794549929915)",-37.82667453,144.979455,322175.61,5811492.14
1061772,London Plane,Platanus x acerifolia,Platanus,Platanaceae,26,2000,1/1/00,Semi-Mature,21-30 years,30,NA,Street,30/9/20,"(-37.797589569955434, 144.9377728315172)",-37.79758957,144.9377728,318435.6,5814639.4
1015502,Golden Elm,Ulmus glabra,Ulmus,Ulmaceae,50,1900,2/1/00,Mature,1-5 years (<50% canopy),5,NA,Park,30/9/20,"(-37.796429245339205, 144.9456839256516)",-37.79642925,144.9456839,319129.36,5814783.5
1014337,Moreton Bay Fig,Ficus macrophylla,Ficus,Moraceae,196,1900,2/1/00,Mature,31-60 years,60,NA,Park,30/9/20,"(-37.81030808848382, 144.953199602815)",-37.81030809,144.9531996,319824.88,5813257.94
1059322,River red gum,Eucalyptus camaldulensis,Eucalyptus,Myrtaceae,12,2000,16/12/00,Semi-Mature,61+ years,80,NA,Park,30/9/20,"(-37.77892225703145, 144.9605197702942)",-37.77892226,144.9605198,320393.32,5816754.79
1061093,Smooth-barked apple,Angophora costata,Angophora,Myrtaceae,30,2000,1/1/00,Semi-Mature,31-60 years,60,NA,Street,30/9/20,"(-37.82441351445144, 144.96721673672442)",-37.82441351,144.9672167,321092.97,5811719.66
1032170,Cottonwood,Populus deltoides subsp. monilifera,Populus,Salicaceae,NA,1900,2/1/00,NA,NA,NA,NA,Park,30/9/20,"(-37.82930957162753, 144.97361381216012)",-37.82930957,144.9736138,321667.83,5811188.6
1041961,Black Wattle,Acacia mearnsii,Acacia,Fabaceae,NA,1900,2/1/00,NA,NA,NA,NA,Park,30/9/20,"(-37.794748559495865, 144.95199674979904)",-37.79474856,144.9519967,319681.14,5814982.2
1038572,Desert Ash,Fraxinus angustifolia,Fraxinus,Oleaceae,72,1900,2/1/00,Mature,1-5 years (<50% canopy),5,NA,Park,30/9/20,"(-37.78206370879753, 144.96271363556139)",-37.78206371,144.9627136,320594.14,5816410.41
1038664,English Elm,Ulmus procera,Ulmus,Ulmaceae,79,1900,2/1/00,Mature,1-5 years (<50% canopy),5,NA,Park,30/9/20,"(-37.78169457761861, 144.96063545603255)",-37.78169458,144.9606355,320410.22,5816447.38
1025004,London Plane,Platanus x acerifolia,Platanus,Platanaceae,24,1900,1/1/00,Semi-Mature,11-20 years,20,NA,Street,30/9/20,"(-37.811948022945785, 144.9650164061825)",-37.81194802,144.9650164,320869.16,5813098.69
1062929,London Plane,Platanus x acerifolia,Platanus,Platanaceae,7,2000,1/1/00,Juvenile,6-10 years (>50% canopy),10,NA,Street,30/9/20,"(-37.823073202825455, 144.9214199838552)",-37.8230732,144.92142,317058.61,5811779.66
1059253,Swamp or Bald Cypress,Taxodium distichum,Taxodium,Cupressaceae,19,2000,26/6/00,Semi-Mature,31-60 years,60,NA,Street,30/9/20,"(-37.81718274743462, 144.97797179602)",-37.81718275,144.9779718,322022.26,5812542.58
1062269,London Plane,Platanus x acerifolia,Platanus,Platanaceae,14,2000,1/1/00,Semi-Mature,11-20 years,20,NA,Street,30/9/20,"(-37.825188449112666, 144.97113075097374)",-37.82518845,144.9711308,321439.35,5811641.16
1061705,Smooth-barked apple,Angophora costata,Angophora,Myrtaceae,32,2000,1/1/00,Semi-Mature,31-60 years,60,NA,Street,30/9/20,"(-37.800739928472886, 144.9431181150413)",-37.80073993,144.9431181,318913.96,5814300.19
1062925,London Plane,Platanus x acerifolia,Platanus,Platanaceae,23,2000,1/1/00,Semi-Mature,31-60 years,60,NA,Street,30/9/20,"(-37.82240389611068, 144.92123063587002)",-37.8224039,144.9212306,317040.29,5811853.56
1058779,Liquidamber or Sweet Gum,Liquidambar styraciflua,Liquidambar,Altingiaceae,11,1900,2/1/00,Semi-Mature,31-60 years,60,NA,Street,30/9/20,"(-37.80261726077193, 144.96468410883148)",-37.80261726,144.9646841,320817.35,5814133.45
1024345,London Plane,Platanus x acerifolia,Platanus,Platanaceae,54,1900,1/1/00,Mature,6-10 years (>50% canopy),10,NA,Street,30/9/20,"(-37.818800346637495, 144.95474221430547)",-37.81880035,144.9547422,319981.32,5812318.56
1060633,Algerian Oak,Quercus canariensis,Quercus,Fagaceae,12,2000,1/1/00,Juvenile,61+ years,80,NA,Park,30/9/20,"(-37.80265891612142, 144.97017271038538)",-37.80265892,144.9701727,321300.7,5814139.34
1034879,English Elm,Ulmus procera,Ulmus,Ulmaceae,69,1900,2/1/00,Mature,6-10 years (<50% canopy),10,NA,Park,30/9/20,"(-37.845167217648445, 144.98287747125485)",-37.84516722,144.9828775,322521.18,5809446.59
1059888,London Plane,Platanus x acerifolia,Platanus,Platanaceae,NA,1900,2/1/00,NA,NA,NA,NA,Street,30/9/20,"(-37.80325007753407, 144.9295228846192)",-37.80325008,144.9295229,317723.09,5813995.21
1019987,Willow Gum,Eucalyptus scoparia,Eucalyptus,Myrtaceae,51,1900,1/1/00,Mature,11-20 years,20,NA,Street,30/9/20,"(-37.792909567812444, 144.956548898269)",-37.79290957,144.9565489,320077.52,5815195.04
1062022,Elm,Ulmus unknown,Ulmus,Ulmaceae,NA,2000,1/1/00,NA,NA,NA,NA,Park,30/9/20,"(-37.78456115115319, 144.95976192626208)",-37.78456115,144.9597619,320340.23,5816127.61
1060937,Huntingdon Elm,Ulmus x hollandica,Ulmus,Ulmaceae,54,1900,1/1/00,Mature,21-30 years,30,NA,Park,30/9/20,"(-37.79381137525996, 144.9199191969063)",-37.79381138,144.9199192,316854.21,5815023.81
1015168,Spotted Gum,Corymbia maculata,Corymbia,Myrtaceae,32,1900,2/1/00,Semi-Mature,31-60 years,60,NA,Street,30/9/20,"(-37.79958410802801, 144.94872531144694)",-37.79958411,144.9487253,319404.85,5814439.3
1024455,London Plane,Platanus x acerifolia,Platanus,Platanaceae,32,1900,1/1/00,Semi-Mature,6-10 years (>50% canopy),10,NA,Street,30/9/20,"(-37.81288480087923, 144.96266635091013)",-37.8128848,144.9626664,320664.54,5812990.23
1061572,Small-leaved Linden,Tilia cordata,Tilia,Malvaceae,13,1900,2/1/00,Juvenile,61+ years,80,NA,Park,30/9/20,"(-37.81970597853018, 144.9700178465856)",-37.81970598,144.9700178,321328.17,5812247.4
1054785,Gossamer Wattle,Acacia floribunda,Acacia,Fabaceae,23,1900,1/1/00,Semi-Mature,21-30 years,30,NA,Park,30/9/20,"(-37.778698153283955, 144.94934620720034)",-37.77869815,144.9493462,319408.67,5816758.13
1016586,Willow Leaf Peppermint,Eucalyptus nicholii,Eucalyptus,Myrtaceae,60,1900,1/1/00,Mature,21-30 years,30,NA,Street,30/9/20,"(-37.798993527188316, 144.9282549393269)",-37.79899353,144.9282549,317600.98,5814465.07
1022172,English Elm,Ulmus procera,Ulmus,Ulmaceae,99,1900,2/1/00,Mature,11-20 years,20,NA,Street,30/9/20,"(-37.794802708467266, 144.964830917101)",-37.79480271,144.9648309,320811.39,5815000.88
1057760,`Rosea¿ Red Ironbark,Eucalyptus sideroxylon,Eucalyptus,Myrtaceae,30,1900,1/1/00,Semi-Mature,31-60 years,60,NA,Park,30/9/20,"(-37.79258135840435, 144.92093951678905)",-37.79258136,144.9209395,316941.02,5815162.3
1040493,Elm,Ulmus unknown,Ulmus,Ulmaceae,21,1900,1/1/00,Semi-Mature,61+ years,80,NA,Park,30/9/20,"(-37.81148965033539, 144.9799357206356)",-37.81148965,144.9799357,322181.48,5813178.06
1062154,Pin Oak,Quercus palustris,Quercus,Fagaceae,15,1900,2/1/00,Semi-Mature,31-60 years,60,NA,Street,30/9/20,"(-37.81785707495026, 144.98878328202673)",-37.81785707,144.9887833,322975.59,5812488.3
1050563,Peppercorn Tree,Schinus molle,Schinus,Anacardiaceae,NA,1900,1/1/00,NA,NA,NA,NA,Park,30/9/20,"(-37.781784684109155, 144.9552758196961)",-37.78178468,144.9552758,319938.41,5816427.07
1026090,Moptop,Robinia pseudoacacia,Robinia,Fabaceae,25,1900,2/1/00,Mature,11-20 years,20,NA,Street,30/9/20,"(-37.8095091155115, 144.9851632826985)",-37.80950912,144.9851633,322636.95,5813407.77
1061716,Smooth-barked apple,Angophora costata,Angophora,Myrtaceae,28,2000,1/1/00,Semi-Mature,31-60 years,60,NA,Street,30/9/20,"(-37.80367851876035, 144.94221257591627)",-37.80367852,144.9422126,318841.41,5813972.35
1015261,Spotted Gum,Corymbia maculata,Corymbia,Myrtaceae,50,1900,2/1/00,Mature,31-60 years,60,NA,Street,30/9/20,"(-37.79807669743458, 144.94936098268752)",-37.7980767,144.949361,319457.15,5814607.8
1060906,English Elm,Ulmus procera,Ulmus,Ulmaceae,7,2000,1/1/00,Juvenile,31-60 years,60,NA,Park,30/9/20,"(-37.79397343021106, 144.94808125378643)",-37.79397343,144.9480813,319334.47,5815060.65
1062147,Pin Oak,Quercus palustris,Quercus,Fagaceae,17,2000,1/1/00,Semi-Mature,11-20 years,20,NA,Street,30/9/20,"(-37.81902915651028, 144.98859912652543)",-37.81902916,144.9885991,322962.18,5812357.89
1061310,Spotted Gum,Corymbia maculata,Corymbia,Myrtaceae,25,1900,2/1/00,Semi-Mature,31-60 years,60,NA,Park,30/9/20,"(-37.82006942233614, 144.9595543048725)",-37.82006942,144.9595543,320407.99,5812187
1024811,Cyprus Plane,Platanus orientalis,Platanus,Platanaceae,25,1900,1/1/00,Semi-Mature,11-20 years,20,NA,Street,30/9/20,"(-37.81321677048836, 144.9586480700724)",-37.81321677,144.9586481,320311.6,5812945.67
