CoM ID,Common Name,Scientific Name,Genus,Family,Diameter Breast Height,Year Planted,Date Planted,Age Description,Useful Life Expectency,Useful Life Expectency Value,Precinct,Located in,UploadDate,CoordinateLocation,Latitude,Longitude,Easting,Northing
1015981,Golden Honeylocust,Gleditsia triacanthos,Gleditsia,Fabaceae,16,1900,1/1/00,Semi-Mature,21-30 years,30,NA,Street,30/9/20,"(-37.79982502973939, 144.95147129954495)",-37.79982503,144.9514713,319647.22,5814417.87
1060986,Red Oak,Quercus rubra,Quercus,Fagaceae,23,1900,2/1/00,Semi-Mature,21-30 years,30,NA,Street,30/9/20,"(-37.8258505097913, 144.96747667246925)",-37.82585051,144.9674767,321119.32,5811560.7
1045927,River red gum,Eucalyptus camaldulensis,Eucalyptus,Myrtaceae,NA,1900,2/1/00,NA,NA,NA,NA,Park,30/9/20,"(-37.78864961415347, 144.95613891091384)",-37.78864961,144.9561389,320031.08,5815666.96
1062976,Drooping sheoak,Allocasuarina verticillata,Allocasuarina,Casuarinaceae,30,2000,1/1/00,Semi-Mature,31-60 years,60,NA,Street,30/9/20,"(-37.82394547278838, 144.90751774722497)",-37.82394547,144.9075177,315837.07,5811655.54
1021095,Pyramid Tree,Lagunaria patersonia,Lagunaria,Malvaceae,44,1900,2/1/00,Mature,31-60 years,60,NA,Street,30/9/20,"(-37.7941695706259, 144.97201577170844)",-37.79416957,144.9720158,321442.53,5815084.89
1021544,Purple-leafed Cherry Plum,Prunus cerasifera,Prunus,Rosaceae,32,1900,1/1/00,Mature,1-5 years (>50% canopy),5,NA,Street,30/9/20,"(-37.800457239471086, 144.97367302156349)",-37.80045724,144.973673,321603.59,5814390.34
1041949,Drooping sheoak,Allocasuarina verticillata,Allocasuarina,Casuarinaceae,NA,1900,2/1/00,NA,NA,NA,NA,Park,30/9/20,"(-37.794921049505255, 144.95210066777406)",-37.79492105,144.9521007,319690.71,5814963.26
1063056,Spotted Gum,Corymbia maculata,Corymbia,Myrtaceae,32,2000,1/1/00,Semi-Mature,31-60 years,60,NA,Street,30/9/20,"(-37.8258001980978, 144.9041809619858)",-37.8258002,144.904181,315547.98,5811443.14
1052555,Elm,Ulmus unknown,Ulmus,Ulmaceae,60,1900,2/1/00,Mature,1-5 years (<50% canopy),5,NA,Park,30/9/20,"(-37.7973575720178, 144.92333999166596)",-37.79735757,144.92334,317164.18,5814637
1037306,Small-leaved Linden,Tilia cordata,Tilia,Malvaceae,NA,1900,2/1/00,NA,NA,NA,NA,Park,30/9/20,"(-37.81107229209119, 144.98674865025387)",-37.81107229,144.9867487,322780.26,5813237.32
1030271,Red Oak,Quercus rubra,Quercus,Fagaceae,22,1900,1/1/00,Semi-Mature,21-30 years,30,NA,Street,30/9/20,"(-37.82955604155565, 144.9669594865994)",-37.82955604,144.9669595,321082.75,5811148.52
1061509,Weeping Myrtle,Syzygium floribundum,Syzygium,Myrtaceae,12,1900,2/1/00,Juvenile,31-60 years,60,NA,Street,30/9/20,"(-37.80903306862866, 144.95897593342647)",-37.80903307,144.9589759,320330.32,5813410.55
1014351,London Plane,Platanus x acerifolia,Platanus,Platanaceae,27,1900,1/1/00,Semi-Mature,1-5 years (>50% canopy),5,NA,Street,30/9/20,"(-37.807571664957045, 144.95128710082196)",-37.80757166,144.9512871,319649.85,5813557.9
1046781,English Ash,Fraxinus excelsior,Fraxinus,Oleaceae,NA,1900,1/1/00,NA,NA,NA,NA,Park,30/9/20,"(-37.78879865640165, 144.94555654407748)",-37.78879866,144.9455565,319099.53,5815629.99
1042108,Drooping sheoak,Allocasuarina verticillata,Allocasuarina,Casuarinaceae,NA,1900,2/1/00,NA,NA,NA,NA,Park,30/9/20,"(-37.793598871313385, 144.95151678522402)",-37.79359887,144.9515168,319636.08,5815108.85
1033539,Canary Island Date Palm,Phoenix canariensis,Phoenix,Arecaceae,76,1900,2/1/00,Mature,31-60 years,60,NA,Park,30/9/20,"(-37.822813700898216, 144.97081872300583)",-37.8228137,144.9708187,321406.16,5811904.08
1023236,London Plane,Platanus x acerifolia,Platanus,Platanaceae,46,1900,2/1/00,Mature,21-30 years,30,NA,Street,30/9/20,"(-37.80497222161157, 144.96593085457798)",-37.80497222,144.9659309,320932.81,5813874.52
1018075,London Plane,Platanus x acerifolia,Platanus,Platanaceae,67,1900,1/1/00,Mature,21-30 years,30,NA,Street,30/9/20,"(-37.795402970700096, 144.94171928087286)",-37.79540297,144.9417193,318777.75,5814889.7
1061270,Chinese Elm,Ulmus parvifolia,Ulmus,Ulmaceae,21,1900,1/1/00,Semi-Mature,21-30 years,30,NA,Street,30/9/20,"(-37.82338030274866, 144.96014522279728)",-37.8233803,144.9601452,320468.03,5811820.74
1061116,Smooth-barked apple,Angophora costata,Angophora,Myrtaceae,30,2000,1/1/00,Semi-Mature,21-30 years,30,NA,Street,30/9/20,"(-37.829483487594345, 144.96568077416057)",-37.82948349,144.9656808,320970.03,5811154.12
1024355,London Plane,Platanus x acerifolia,Platanus,Platanaceae,NA,1900,1/1/00,NA,NA,NA,NA,Street,30/9/20,"(-37.818878397955686, 144.95516822455238)",-37.8188784,144.9551682,320019.01,5812310.72
1017768,Smooth-barked apple,Angophora costata,Angophora,Myrtaceae,21,1900,1/1/00,Semi-Mature,21-30 years,30,NA,Street,30/9/20,"(-37.805665401930085, 144.95830698259942)",-37.8056654,144.958307,320263.26,5813782.96
1057820,Japanese Zelkova,Zelkova serrata,Zelkova,Ulmaceae,16,1900,2/1/00,Semi-Mature,6-10 years (>50% canopy),10,NA,Street,30/9/20,"(-37.79090660169758, 144.92158184980593)",-37.7909066,144.9215818,316993.45,5815349.4
1061633,London Plane,Platanus x acerifolia,Platanus,Platanaceae,25,2000,1/1/00,Semi-Mature,21-30 years,30,NA,Street,30/9/20,"(-37.80778979136296, 144.97112024360504)",-37.80778979,144.9711202,321396.49,5813571.8
1061438,Smooth-barked apple,Angophora costata,Angophora,Myrtaceae,26,2000,1/1/00,Semi-Mature,31-60 years,60,NA,Street,30/9/20,"(-37.808340207324974, 144.9530138253279)",-37.80834021,144.9530138,319803.74,5813475.95
1029698,London Plane,Platanus x acerifolia,Platanus,Platanaceae,30,1900,1/1/00,Semi-Mature,6-10 years (>50% canopy),10,NA,Street,30/9/20,"(-37.822055318976304, 144.96355582370538)",-37.82205532,144.9635558,320765.03,5811974.32
1024301,Cyprus Plane,Platanus orientalis,Platanus,Platanaceae,31,1900,1/1/00,Semi-Mature,11-20 years,20,NA,Street,30/9/20,"(-37.81712595282038, 144.95717094371543)",-37.81712595,144.9571709,320191.05,5812509.04
1013921,London Plane,Platanus x acerifolia,Platanus,Platanaceae,59,1900,1/1/00,Mature,6-10 years (>50% canopy),10,NA,Street,30/9/20,"(-37.806434096904894, 144.94480629056926)",-37.8064341,144.9448063,319076.5,5813671.6
1015454,Red Flowering Yellow Gum,Eucalyptus leucoxylon,Eucalyptus,Myrtaceae,35,1900,2/1/00,Semi-Mature,31-60 years,60,NA,Street,30/9/20,"(-37.79791416507793, 144.9483853735631)",-37.79791417,144.9483854,319370.85,5814623.95
1061744,Kanooka,Tristaniopsis laurina,Tristaniopsis,Myrtaceae,14,2000,1/1/00,Semi-Mature,31-60 years,60,NA,Street,30/9/20,"(-37.8031754988036, 144.94435475136643)",-37.8031755,144.9443548,319028.79,5814032.32
1058364,Populus,Malus pumila,Malus,Rosaceae,32,1900,2/1/00,Mature,11-20 years,20,NA,Park,30/9/20,"(-37.81452078205862, 144.97970042544273)",-37.81452078,144.9797004,322168.04,5812841.26
1016277,London Plane,Platanus x acerifolia,Platanus,Platanaceae,49,1900,2/1/00,Mature,11-20 years,20,NA,Street,30/9/20,"(-37.80406532027638, 144.95775362525546)",-37.80406532,144.9577536,320210.66,5813959.45
1058801,London Plane,Platanus x acerifolia,Platanus,Platanaceae,17,2000,7/4/00,Semi-Mature,21-30 years,30,NA,Street,30/9/20,"(-37.8092636969956, 144.9645632904772)",-37.8092637,144.9645633,320822.78,5813395.69
1062474,Smooth-barked apple,Angophora costata,Angophora,Myrtaceae,12,1900,2/1/00,Juvenile,61+ years,80,NA,Street,30/9/20,"(-37.80395969915837, 144.95781059845015)",-37.8039597,144.9578106,320215.42,5813971.28
1057809,Japanese Zelkova,Zelkova serrata,Zelkova,Ulmaceae,14,1900,1/1/00,Semi-Mature,6-10 years (>50% canopy),10,NA,Street,30/9/20,"(-37.79139705186347, 144.92105266167317)",-37.79139705,144.9210527,316948.06,5815293.94
1050576,Ironbark,Eucalyptus sideroxylon,Eucalyptus,Myrtaceae,NA,1900,1/1/00,NA,NA,NA,NA,Park,30/9/20,"(-37.78176301556796, 144.95393465847235)",-37.78176302,144.9539347,319820.24,5816426.89
1043122,River red gum,Eucalyptus camaldulensis,Eucalyptus,Myrtaceae,NA,1900,2/1/00,NA,NA,NA,NA,Park,30/9/20,"(-37.79247951368554, 144.95077571472783)",-37.79247951,144.9507757,319568.1,5815231.63
1020599,Brush Box,Lophostemon confertus,Lophostemon,Myrtaceae,29,1900,2/1/00,Semi-Mature,21-30 years,30,NA,Street,30/9/20,"(-37.77797594660394, 144.9595946632116)",-37.77797595,144.9595947,320309.55,5816858.02
1043429,Golden Wattle,Acacia pycnantha,Acacia,Fabaceae,NA,1900,2/1/00,NA,NA,NA,NA,Park,30/9/20,"(-37.79284439493982, 144.95067183071703)",-37.79284439,144.9506718,319559.84,5815190.94
1020328,Lemon Scented Gum,Corymbia citriodora,Corymbia,Myrtaceae,28,1900,2/1/00,Semi-Mature,31-60 years,60,NA,Street,30/9/20,"(-37.78980342515331, 144.95773041617264)",-37.78980343,144.9577304,320174.03,5815541.99
1025646,Lemon Scented Gum,Corymbia citriodora,Corymbia,Myrtaceae,29,1900,1/1/00,Semi-Mature,31-60 years,60,NA,Street,30/9/20,"(-37.81398316738145, 144.97762846282947)",-37.81398317,144.9776285,321984.35,5812896.97
1063473,Kanooka,Tristaniopsis laurina,Tristaniopsis,Myrtaceae,15,2000,1/1/00,Semi-Mature,21-30 years,30,NA,Street,30/9/20,"(-37.79473118098288, 144.9282152597499)",-37.79473118,144.9282153,317587,5814937.97
1063364,Peppercorn Tree,Schinus molle,Schinus,Anacardiaceae,48,2000,1/1/00,Semi-Mature,31-60 years,60,NA,Street,30/9/20,"(-37.795991198673406, 144.93527567027488)",-37.7959912,144.9352757,318211.8,5814811.91
1024913,London Plane,Platanus x acerifolia,Platanus,Platanaceae,26,1900,1/1/00,Semi-Mature,6-10 years (>50% canopy),10,NA,Street,30/9/20,"(-37.81670283281075, 144.96697934071884)",-37.81670283,144.9669793,321053.45,5812574.83
1063435,Red Box,Eucalyptus polyanthemos,Eucalyptus,Myrtaceae,17,2000,1/1/00,Semi-Mature,21-30 years,30,NA,Street,30/9/20,"(-37.79841025310383, 144.92966723674527)",-37.79841025,144.9296672,317723.9,5814532.55
1047919,Boobialla,Myoporum insulare,Myoporum,Scrophulariaceae,NA,1900,2/1/00,NA,NA,NA,NA,Park,30/9/20,"(-37.7892158940675, 144.94877713321765)",-37.78921589,144.9487771,319384.16,5815589.92
1019939,English Elm,Ulmus procera,Ulmus,Ulmaceae,25,1900,1/1/00,Semi-Mature,21-30 years,30,NA,Street,30/9/20,"(-37.79591297282344, 144.9521316478647)",-37.79591297,144.9521316,319695.85,5814853.25
1052399,River Sheoak,Casuarina cunninghamiana,Casuarina,Casuarinaceae,54,1900,2/1/00,Mature,21-30 years,30,NA,Park,30/9/20,"(-37.79878852937956, 144.92271071212681)",-37.79878853,144.9227107,317112.3,5814476.98
1016877,Gossamer Wattle,Acacia floribunda,Acacia,Fabaceae,32,1900,2/1/00,Mature,11-20 years,20,NA,Street,30/9/20,"(-37.7963409700279, 144.93208765285758)",-37.79634097,144.9320877,317931.94,5814766.89
1059597,English Elm,Ulmus procera,Ulmus,Ulmaceae,18,2000,10/10/00,Semi-Mature,31-60 years,60,NA,Street,30/9/20,"(-37.79063190013912, 144.94389778159618)",-37.7906319,144.9438978,318957.93,5815423.35
1026703,Dutch Elm,Ulmus x hollandica,Ulmus,Ulmaceae,15,1900,2/1/00,Semi-Mature,21-30 years,30,NA,Street,30/9/20,"(-37.814080086509975, 144.98510592086654)",-37.81408009,144.9851059,322642.84,5812900.44
1038573,Desert Ash,Fraxinus angustifolia,Fraxinus,Oleaceae,NA,1900,2/1/00,NA,NA,NA,NA,Park,30/9/20,"(-37.78203050560192, 144.96256546230885)",-37.78203051,144.9625655,320581.01,5816413.81
1016282,London Plane,Platanus x acerifolia,Platanus,Platanaceae,36,1900,2/1/00,Semi-Mature,21-30 years,30,NA,Street,30/9/20,"(-37.80385167905375, 144.9577188494933)",-37.80385168,144.9577188,320207.08,5813983.09
1061460,Small-leaved Linden,Tilia cordata,Tilia,Malvaceae,8,2000,1/1/00,Juvenile,61+ years,80,NA,Park,30/9/20,"(-37.80731344718746, 144.9512127980278)",-37.80731345,144.9512128,319642.68,5813586.41
1021616,Dutch Elm,Ulmus x hollandica,Ulmus,Ulmaceae,25,1900,2/1/00,Semi-Mature,11-20 years,20,NA,Street,30/9/20,"(-37.80054883465358, 144.96601166749247)",-37.80054883,144.9660117,320929.24,5814365.52
1032936,Golden Elm,Ulmus glabra,Ulmus,Ulmaceae,NA,1900,2/1/00,NA,NA,NA,NA,Park,30/9/20,"(-37.82528086698298, 144.9758823072226)",-37.82528087,144.9758823,321857.8,5811639.98
1061769,London Plane,Platanus x acerifolia,Platanus,Platanaceae,22,2000,1/1/00,Semi-Mature,21-30 years,30,NA,Street,30/9/20,"(-37.79785132372088, 144.93734875306757)",-37.79785132,144.9373488,318398.9,5814609.53
1037343,Elm,Ulmus unknown,Ulmus,Ulmaceae,85,1900,2/1/00,Mature,21-30 years,30,NA,Park,30/9/20,"(-37.81189063170976, 144.98775964923982)",-37.81189063,144.9877596,322871.22,5813148.43
1063500,London Plane,Platanus x acerifolia,Platanus,Platanaceae,20,2000,1/1/00,Semi-Mature,31-60 years,60,NA,Street,30/9/20,"(-37.79683616427672, 144.9303331950347)",-37.79683616,144.9303332,317778.67,5814708.52
1063533,London Plane,Platanus x acerifolia,Platanus,Platanaceae,20,2000,1/1/00,Semi-Mature,31-60 years,60,NA,Street,30/9/20,"(-37.797188236684406, 144.92948126179255)",-37.79718824,144.9294813,317704.52,5814667.79
1061937,River red gum,Eucalyptus camaldulensis,Eucalyptus,Myrtaceae,9,1900,2/1/00,Juvenile,1-5 years (<50% canopy),5,NA,Park,30/9/20,"(-37.78000329751031, 144.96055011995892)",-37.7800033,144.9605501,320398.61,5816634.89
1013433,Dutch Elm,Ulmus x hollandica,Ulmus,Ulmaceae,NA,1900,1/1/00,NA,NA,NA,NA,Street,30/9/20,"(-37.81049307446553, 144.95271605829237)",-37.81049307,144.9527161,319782.76,5813236.48
1022744,Oak,Quercus unknown,Quercus,Fagaceae,11,1900,2/1/00,Juvenile,61+ years,80,NA,Street,30/9/20,"(-37.801949961445246, 144.95867723033365)",-37.80194996,144.9586772,320286.85,5814195.96
1041952,Drooping sheoak,Allocasuarina verticillata,Allocasuarina,Casuarinaceae,NA,1900,2/1/00,NA,NA,NA,NA,Park,30/9/20,"(-37.79485640066749, 144.95212459820743)",-37.7948564,144.9521246,319692.66,5814970.48
1022322,River red gum,Eucalyptus camaldulensis,Eucalyptus,Myrtaceae,137,1900,2/1/00,Mature,31-60 years,60,NA,Park,30/9/20,"(-37.78819047402496, 144.96268788386817)",-37.78819047,144.9626879,320606.69,5815730.5
1058711,English Oak,Quercus robur,Quercus,Fagaceae,NA,1900,2/1/00,NA,NA,NA,NA,Street,30/9/20,"(-37.8006144134509, 144.96660499548682)",-37.80061441,144.966605,320981.64,5814359.38
1030263,Oak,Quercus unknown,Quercus,Fagaceae,25,1900,1/1/00,Semi-Mature,21-30 years,30,NA,Street,30/9/20,"(-37.82876676274527, 144.96702557553465)",-37.82876676,144.9670256,321086.66,5811236.23
1061722,London Plane,Platanus x acerifolia,Platanus,Platanaceae,76,2000,1/1/00,Mature,11-20 years,20,NA,Street,30/9/20,"(-37.80337849080508, 144.94150979414835)",-37.80337849,144.9415098,318778.8,5814004.28
1035660,English Elm,Ulmus procera,Ulmus,Ulmaceae,111,1900,2/1/00,Mature,6-10 years (>50% canopy),10,NA,Park,30/9/20,"(-37.838772837788625, 144.98318759189823)",-37.83877284,144.9831876,322533.14,5810156.74
1061073,Firewheel Tree,Stenocarpus sinuatus,Stenocarpus,Proteaceae,9,2000,1/1/00,Juvenile,31-60 years,60,NA,Street,30/9/20,"(-37.82759028639604, 144.9598626147381)",-37.82759029,144.9598626,320453.36,5811353.03
1043166,River red gum,Eucalyptus camaldulensis,Eucalyptus,Myrtaceae,NA,1900,2/1/00,NA,NA,NA,NA,Park,30/9/20,"(-37.79275857862813, 144.95060311251785)",-37.79275858,144.9506031,319553.58,5815200.33
1016725,Weeping Myrtle,Syzygium floribundum,Syzygium,Myrtaceae,23,1900,2/1/00,Semi-Mature,6-10 years (<50% canopy),10,NA,Street,30/9/20,"(-37.79447025069094, 144.9297246575205)",-37.79447025,144.9297247,317719.27,5814969.87
1061256,Japanese Zelkova,Zelkova serrata,Zelkova,Ulmaceae,35,2000,1/1/00,Semi-Mature,31-60 years,60,NA,Street,30/9/20,"(-37.82327846287063, 144.9600407805143)",-37.82327846,144.9600408,320458.59,5811831.84
1021832,London Plane,Platanus x acerifolia,Platanus,Platanaceae,32,1900,2/1/00,Semi-Mature,6-10 years (>50% canopy),10,NA,Street,30/9/20,"(-37.79768834544107, 144.96757414555125)",-37.79768835,144.9675741,321059.91,5814685.93
1023025,English Elm,Ulmus procera,Ulmus,Ulmaceae,75,1900,2/1/00,Mature,11-20 years,20,NA,Street,30/9/20,"(-37.80582929059698, 144.96466634199163)",-37.80582929,144.9646663,320823.55,5813776.99
1029178,Weeping Myrtle,Syzygium floribundum,Syzygium,Myrtaceae,22,1900,1/1/00,Semi-Mature,11-20 years,20,NA,Street,30/9/20,"(-37.83599091022094, 144.98036481584697)",-37.83599091,144.9803648,322278.05,5810460.07
1032331,Lilly Pilly,Syzygium smithii,Syzygium,Myrtaceae,NA,1900,2/1/00,NA,NA,NA,NA,Park,30/9/20,"(-37.83084582148334, 144.971992343412)",-37.83084582,144.9719923,321528.82,5811015.03
1013644,London Plane,Platanus x acerifolia,Platanus,Platanaceae,27,1900,1/1/00,Semi-Mature,11-20 years,20,NA,Street,30/9/20,"(-37.81081011332538, 144.9462321481974)",-37.81081011,144.9462321,319212.71,5813188.77
1063771,London Plane,Platanus x acerifolia,Platanus,Platanaceae,NA,1900,1/1/00,NA,NA,NA,NA,Street,30/9/20,"(-37.819795356456325, 144.95895009949336)",-37.81979536,144.9589501,320354.14,5812216.25
1059626,Jacaranda,Jacaranda mimosifolia,Jacaranda,Bignoniaceae,15,2000,10/10/00,Semi-Mature,21-30 years,30,NA,Street,30/9/20,"(-37.794594057735665, 144.9299289097151)",-37.79459406,144.9299289,317737.56,5814956.53
1025066,London Plane,Platanus x acerifolia,Platanus,Platanaceae,27,1900,1/1/00,Semi-Mature,11-20 years,20,NA,Street,30/9/20,"(-37.811189024304916, 144.96637102099993)",-37.81118902,144.966371,320986.58,5813185.51
1056254,Flame Tree,Brachychiton acerifolius,Brachychiton,Malvaceae,13,1900,1/1/00,Semi-Mature,61+ years,80,NA,Park,30/9/20,"(-37.79903082146429, 144.92606800132077)",-37.79903082,144.926068,317408.51,5814456.66
1015081,Manna Ash,Fraxinus ornus,Fraxinus,Oleaceae,10,1900,2/1/00,Semi-Mature,<1 year,1,NA,Street,30/9/20,"(-37.80013609765731, 144.94792468412246)",-37.8001361,144.9479247,319335.7,5814376.5
1014234,London Plane,Platanus x acerifolia,Platanus,Platanaceae,24,1900,1/1/00,Semi-Mature,1-5 years (<50% canopy),5,NA,Street,30/9/20,"(-37.80672441373121, 144.94584717909143)",-37.80672441,144.9458472,319168.85,5813641.4
1032980,Mediterranean cypress,Cupressus sempervirens,Cupressus,Cupressaceae,46,1900,2/1/00,Mature,21-30 years,30,NA,Park,30/9/20,"(-37.82574768332184, 144.97580933691367)",-37.82574768,144.9758093,321852.5,5811588.04
1028463,London Plane,Platanus x acerifolia,Platanus,Platanaceae,NA,1900,2/1/00,NA,NA,NA,NA,Park,30/9/20,"(-37.849697127627216, 144.98060036171583)",-37.84969713,144.9806004,322331.68,5808939.59
1063060,Spotted Gum,Corymbia maculata,Corymbia,Myrtaceae,30,2000,1/1/00,Semi-Mature,11-20 years,20,NA,Street,30/9/20,"(-37.82593128247672, 144.9039309431578)",-37.82593128,144.9039309,315526.3,5811428.1
1034109,English Oak,Quercus robur,Quercus,Fagaceae,49,1900,1/1/00,Semi-Mature,6-10 years (<50% canopy),10,NA,Park,30/9/20,"(-37.82642836062562, 144.9797244964363)",-37.82642836,144.9797245,322198.74,5811519.97
1028952,English Elm,Ulmus procera,Ulmus,Ulmaceae,NA,1900,2/1/00,NA,NA,NA,NA,Park,30/9/20,"(-37.83310350031533, 144.9752154983683)",-37.8331035,144.9752155,321817.93,5810770.66
1016288,Smooth-barked apple,Angophora costata,Angophora,Myrtaceae,28,1900,2/1/00,Semi-Mature,31-60 years,60,NA,Street,30/9/20,"(-37.80394516562067, 144.9576221172352)",-37.80394517,144.9576221,320198.79,5813972.53
1038588,English Elm,Ulmus procera,Ulmus,Ulmaceae,78,1900,2/1/00,Mature,1-5 years (<50% canopy),5,NA,Park,30/9/20,"(-37.78171075497247, 144.96081509339473)",-37.78171075,144.9608151,320426.08,5816445.93
1030989,Spotted Gum,Corymbia maculata,Corymbia,Myrtaceae,30,1900,2/1/00,Semi-Mature,31-60 years,60,NA,Street,30/9/20,"(-37.82146052586346, 144.91496566180192)",-37.82146053,144.9149657,316486.49,5811945.95
1042052,Spotted Gum,Corymbia maculata,Corymbia,Myrtaceae,NA,1900,2/1/00,NA,NA,NA,NA,Park,30/9/20,"(-37.792093374021555, 144.95070405261458)",-37.79209337,144.9507041,319560.85,5815274.34
1047914,Bottlebrush,Callistemon unknown,Callistemon,Myrtaceae,NA,1900,2/1/00,NA,NA,NA,NA,Park,30/9/20,"(-37.78925574515783, 144.94882997031715)",-37.78925575,144.94883,319388.91,5815585.6
1038155,Prickly Paperbark,Melaleuca styphelioides,Melaleuca,Myrtaceae,53,1900,2/1/00,Mature,21-30 years,30,NA,Park,30/9/20,"(-37.78569074332491, 144.9621647094251)",-37.78569074,144.9621647,320554.57,5816006.88
1025026,London Plane,Platanus x acerifolia,Platanus,Platanaceae,30,1900,1/1/00,Semi-Mature,11-20 years,20,NA,Street,30/9/20,"(-37.81031619979519, 144.9642672258295)",-37.8103162,144.9642672,320799.26,5813278.33
1014138,Prickly Paperbark,Melaleuca styphelioides,Melaleuca,Myrtaceae,43,1900,1/1/00,Mature,11-20 years,20,NA,Street,30/9/20,"(-37.80549331286854, 144.94782636848868)",-37.80549331,144.9478264,319340.1,5813781.84
1062888,Red Flowering Yellow Gum,Eucalyptus leucoxylon,Eucalyptus,Myrtaceae,10,2000,1/1/00,Semi-Mature,31-60 years,60,NA,Street,30/9/20,"(-37.82351794940255, 144.93918403346478)",-37.82351795,144.939184,318623.33,5811764.96
1026842,Lemon Scented Gum,Corymbia citriodora,Corymbia,Myrtaceae,31,1900,1/1/00,Semi-Mature,31-60 years,60,NA,Street,30/9/20,"(-37.8167968573708, 144.9789320129894)",-37.81679686,144.978932,322105.86,5812587.23
1061302,Chinese Elm,Ulmus parvifolia,Ulmus,Ulmaceae,22,2000,1/1/00,Semi-Mature,11-20 years,20,NA,Street,30/9/20,"(-37.823178742068684, 144.9597777964801)",-37.82317874,144.9597778,320435.2,5811842.4
1050779,Lightwood Wattle,Acacia implexa,Acacia,Fabaceae,NA,1900,2/1/00,NA,NA,NA,NA,Park,30/9/20,"(-37.7798179555405, 144.9580292485744)",-37.77981796,144.9580292,320176.14,5816650.61
1059410,Queensland kauri pine,Agathis robusta,Agathis,Araucariaceae,8,2000,16/12/00,Juvenile,61+ years,80,NA,Park,30/9/20,"(-37.786459846882686, 144.95986084420636)",-37.78645985,144.9598608,320353.54,5815917.11
1052067,Spotted Gum,Corymbia maculata,Corymbia,Myrtaceae,NA,1900,1/1/00,NA,NA,NA,NA,Park,30/9/20,"(-37.777282404817065, 144.9520035141708)",-37.7772824,144.9520035,319639.27,5816920.36
1052401,River Sheoak,Casuarina cunninghamiana,Casuarina,Casuarinaceae,49,1900,2/1/00,Mature,21-30 years,30,NA,Park,30/9/20,"(-37.7988172255702, 144.92288662360718)",-37.79881723,144.9228866,317127.86,5814474.14
1014254,Spotted Gum,Corymbia maculata,Corymbia,Myrtaceae,36,1900,1/1/00,Semi-Mature,31-60 years,60,NA,Street,30/9/20,"(-37.80755181075918, 144.9476680617126)",-37.80755181,144.9476681,319331.18,5813553.11
1063058,Spotted Gum,Corymbia maculata,Corymbia,Myrtaceae,38,2000,1/1/00,Semi-Mature,21-30 years,30,NA,Street,30/9/20,"(-37.825874275286395, 144.90417091325585)",-37.82587428,144.9041709,315547.28,5811434.9
1015985,Golden Honeylocust,Gleditsia triacanthos,Gleditsia,Fabaceae,18,1900,2/1/00,Semi-Mature,21-30 years,30,NA,Street,30/9/20,"(-37.80022881682171, 144.95157837278342)",-37.80022882,144.9515784,319657.63,5814373.27
1025834,Brush Box,Lophostemon confertus,Lophostemon,Myrtaceae,30,1900,1/1/00,Semi-Mature,31-60 years,60,NA,Street,30/9/20,"(-37.809654936089025, 144.97670735028606)",-37.80965494,144.9767074,321892.86,5813375.5
1024182,Cyprus Plane,Platanus orientalis,Platanus,Platanaceae,37,1900,1/1/00,Semi-Mature,21-30 years,30,NA,Street,30/9/20,"(-37.817801664756985, 144.9562264741316)",-37.81780166,144.9562265,320109.55,5812432.24
1043405,River red gum,Eucalyptus camaldulensis,Eucalyptus,Myrtaceae,NA,1900,2/1/00,NA,NA,NA,NA,Park,30/9/20,"(-37.79226210647114, 144.9504366106398)",-37.79226211,144.9504366,319537.71,5815255.1
1033226,Golden Honeylocust,Gleditsia triacanthos,Gleditsia,Fabaceae,26,1900,2/1/00,Semi-Mature,31-60 years,60,NA,Park,30/9/20,"(-37.82233435242461, 144.97412010202274)",-37.82233435,144.9741201,321695.6,5811963.58
1059351,River red gum,Eucalyptus camaldulensis,Eucalyptus,Myrtaceae,15,2000,16/12/00,Semi-Mature,61+ years,80,NA,Park,30/9/20,"(-37.78184560526384, 144.9601508958712)",-37.78184561,144.9601509,320367.91,5816429.69
1014141,London Plane,Platanus x acerifolia,Platanus,Platanaceae,25,1900,1/1/00,Semi-Mature,1-5 years (<50% canopy),5,NA,Street,30/9/20,"(-37.80554830599502, 144.94767764496842)",-37.80554831,144.9476776,319327.14,5813775.45
1037448,Sweet Michelia,Magnolia doltsopa,Magnolia,Magnoliaceae,22,1900,2/1/00,Semi-Mature,6-10 years (<50% canopy),10,NA,Park,30/9/20,"(-37.80992796875228, 144.9737762476354)",-37.80992797,144.9737762,321635.47,5813339.61
1029200,Lilly Pilly,Syzygium smithii,Syzygium,Myrtaceae,24,1900,2/1/00,Semi-Mature,11-20 years,20,NA,Street,30/9/20,"(-37.83659897220969, 144.98008870164995)",-37.83659897,144.9800887,322255.21,5810392.07
1024427,London Plane,Platanus x acerifolia,Platanus,Platanaceae,50,1900,1/1/00,Mature,21-30 years,30,NA,Street,30/9/20,"(-37.819008537006845, 144.96252967475613)",-37.81900854,144.9625297,320667.33,5812310.44
1061980,Moreton Bay Fig,Ficus macrophylla,Ficus,Moraceae,64,2000,1/1/00,Semi-Mature,31-60 years,60,NA,Park,30/9/20,"(-37.78092421600792, 144.96201847244976)",-37.78092422,144.9620185,320530.16,5816535.52
